verb_lemma	P(verb)	P(CAUS)	expected_P(CAUS^verb)	actual_P(CAUS^verb)	log_odds_ratio
faksla	0.0	0.064	0.0	1.6666666666666667e-11	
faturala	0.0	0.064	0.0	1.6666666666666667e-11	
başakla	0.0	0.064	0.0	1.6666666666666667e-11	
üt	0.0	0.064	0.0	1.6666666666666667e-11	
küfürleş	0.0	0.064	0.0	1.6666666666666667e-11	
çöreklen	0.0	0.064	0.0	1.6666666666666667e-11	
gümrükle	0.0	0.064	0.0	1.6666666666666667e-11	
berele	0.0	0.064	0.0	1.6666666666666667e-11	
çağ	0.0	0.064	0.0	1.6666666666666667e-11	
ged	0.0	0.064	0.0	1.6666666666666667e-11	
yudumla	0.0	0.064	0.0	0.16666666666666666	
ilen	0.0	0.064	0.0	1.6666666666666667e-11	
çim	0.0	0.064	0.0	1.6666666666666667e-11	
öğür	0.0	0.064	0.0	1.6666666666666667e-11	
çekiçle	0.0	0.064	0.0	1.6666666666666667e-11	
pudrala	0.0	0.064	0.0	1.6666666666666667e-11	
ulula	0.0	0.064	0.0	1.6666666666666667e-11	
çağla	0.0	0.064	0.0	1.6666666666666667e-11	
iletiş	0.0	0.064	0.0	1.6666666666666667e-11	
jurnalle	0.0	0.064	0.0	1.6666666666666667e-11	
yellen	0.0	0.064	0.0	1.6666666666666667e-11	
sancılan	0.0	0.064	0.0	1.6666666666666667e-11	
bantla	0.0	0.064	0.0	1.6666666666666667e-11	
yansıla	0.0	0.064	0.0	1.6666666666666667e-11	
sargıla	0.0	0.064	0.0	1.6666666666666667e-11	
yaylan	0.0	0.064	0.0	1.6666666666666667e-11	
gerin	0.0	0.064	0.0	1.6666666666666667e-11	
gevele	0.0	0.064	0.0	1.6666666666666667e-11	
yağmurla	0.0	0.064	0.0	1.6666666666666667e-11	
üleş	0.0	0.064	0.0	1.0	
kaytar	0.0	0.064	0.0	1.6666666666666667e-11	
koyult	0.0	0.064	0.0	2.0000000000000002e-11	
halkala	0.0	0.064	0.0	2.0000000000000002e-11	
tutkalla	0.0	0.064	0.0	2.0000000000000002e-11	
kükürtle	0.0	0.064	0.0	2.0000000000000002e-11	
denkle	0.0	0.064	0.0	2.0000000000000002e-11	
bırakış	0.0	0.064	0.0	2.0000000000000002e-11	
hayla	0.0	0.064	0.0	2.0000000000000002e-11	
özdeşle	0.0	0.064	0.0	2.0000000000000002e-11	
sarmaş	0.0	0.064	0.0	2.0000000000000002e-11	
çisele	0.0	0.064	0.0	2.0000000000000002e-11	
tapula	0.0	0.064	0.0	2.0000000000000002e-11	
gammazla	0.0	0.064	0.0	2.0000000000000002e-11	
koca	0.0	0.064	0.0	2.0000000000000002e-11	
göçer	0.0	0.064	0.0	1.0	
esri	0.0	0.064	0.0	2.0000000000000002e-11	
koyver	0.0	0.064	0.0	2.0000000000000002e-11	
üçle	0.0	0.064	0.0	2.0000000000000002e-11	
sesle	0.0	0.064	0.0	0.8	
mumla	0.0	0.064	0.0	2.0000000000000002e-11	
uçukla	0.0	0.064	0.0	0.8	
tanıt	0.0	0.064	0.0	1.0	
deneyle	0.0	0.064	0.0	2.0000000000000002e-11	
yangılan	0.0	0.064	0.0	2.0000000000000002e-11	
hislen	0.0	0.064	0.0	0.4	
sapıt	0.0	0.064	0.0	2.0000000000000002e-11	
belirt	0.0	0.064	0.0	1.0	
yamal	0.0	0.064	0.0	2.0000000000000002e-11	
sobele	0.0	0.064	0.0	2.0000000000000002e-11	
itele	0.0	0.064	0.0	2.0000000000000002e-11	
ırgan	0.0	0.064	0.0	2.0000000000000002e-11	
çelikle	0.0	0.064	0.0	2.0000000000000002e-11	
katranla	0.0	0.064	0.0	2.0000000000000002e-11	
aksır	0.0	0.064	0.0	0.2	
neşrolun	0.0	0.064	0.0	2.0000000000000002e-11	
çapala	0.0	0.064	0.0	2.0000000000000002e-11	
randevulaş	0.0	0.064	0.0	2.0000000000000002e-11	
gasbet	0.0	0.064	0.0	2.0000000000000002e-11	
savul	0.0	0.064	0.0	2.0000000000000002e-11	
çöğ	0.0	0.064	0.0	2.0000000000000002e-11	
dercet	0.0	0.064	0.0	2.0000000000000002e-11	
nalla	0.0	0.064	0.0	2.0000000000000002e-11	
yalazla	0.0	0.064	0.0	2.0000000000000002e-11	
dürtükle	0.0	0.064	0.0	2.0000000000000002e-11	
sanç	0.0	0.064	0.0	2.0000000000000002e-11	
tasalan	0.0	0.064	0.0	2.5e-11	
rampala	0.0	0.064	0.0	2.5e-11	
kızakla	0.0	0.064	0.0	2.5e-11	
yel	0.0	0.064	0.0	2.5e-11	
efsunla	0.0	0.064	0.0	2.5e-11	
tın	0.0	0.064	0.0	2.5e-11	
sepile	0.0	0.064	0.0	2.5e-11	
ut	0.0	0.064	0.0	2.5e-11	
kılıfla	0.0	0.064	0.0	2.5e-11	
kabuklan	0.0	0.064	0.0	2.5e-11	
ayrımla	0.0	0.064	0.0	2.5e-11	
nazlan	0.0	0.064	0.0	2.5e-11	
ürü	0.0	0.064	0.0	0.25	
nakışla	0.0	0.064	0.0	2.5e-11	
biliş	0.0	0.064	0.0	2.5e-11	
hükmolun	0.0	0.064	0.0	2.5e-11	
kırpış	0.0	0.064	0.0	2.5e-11	
otala	0.0	0.064	0.0	2.5e-11	
genel	0.0	0.064	0.0	2.5e-11	
tomur	0.0	0.064	0.0	0.25	
çapulla	0.0	0.064	0.0	2.5e-11	
göy	0.0	0.064	0.0	2.5e-11	
kubaş	0.0	0.064	0.0	2.5e-11	
keyiflen	0.0	0.064	0.0	1.0	
kubar	0.0	0.064	0.0	2.5e-11	
alaşımla	0.0	0.064	0.0	2.5e-11	
tün	0.0	0.064	0.0	2.5e-11	
büyüklen	0.0	0.064	0.0	2.5e-11	
kıvılcımlan	0.0	0.064	0.0	0.25	
banla	0.0	0.064	0.0	2.5e-11	
küre	0.0	0.064	0.0	2.5e-11	
koşulla	0.0	0.064	0.0	2.5e-11	
ene	0.0	0.064	0.0	0.75	
çözüş	0.0	0.064	0.0	0.75	
siy	0.0	0.064	0.0	2.5e-11	
fokurda	0.0	0.064	0.0	2.5e-11	
cebelleş	0.0	0.064	0.0	2.5e-11	
sonuçla	0.0	0.064	0.0	2.5e-11	
tıngırda	0.0	0.064	0.0	0.75	
silola	0.0	0.064	0.0	2.5e-11	
kırıt	0.0	0.064	0.0	2.5e-11	
buzağıla	0.0	0.064	0.0	2.5e-11	
huysuzlan	0.0	0.064	0.0	2.5e-11	
huylan	0.0	0.064	0.0	2.5e-11	
haccet	0.0	0.064	0.0	2.5e-11	
savsakla	0.0	0.064	0.0	2.5e-11	
kavla	0.0	0.064	0.0	2.5e-11	
sızır	0.0	0.064	0.0	2.5e-11	
kokulan	0.0	0.064	0.0	1.0	
seyreyle	0.0	0.064	0.0	2.5e-11	
gürülde	0.0	0.064	0.0	2.5e-11	
merkezle	0.0	0.064	0.0	2.5e-11	
dayanış	0.0	0.064	0.0	2.5e-11	
sekile	0.0	0.064	0.0	2.5e-11	
nefyet	0.0	0.064	0.0	3.3333333333333335e-11	
yalabı	0.0	0.064	0.0	3.3333333333333335e-11	
gazla	0.0	0.064	0.0	3.3333333333333335e-11	
karele	0.0	0.064	0.0	3.3333333333333335e-11	
ergür	0.0	0.064	0.0	3.3333333333333335e-11	
çapkı	0.0	0.064	0.0	3.3333333333333335e-11	
kesele	0.0	0.064	0.0	3.3333333333333335e-11	
mırla	0.0	0.064	0.0	3.3333333333333335e-11	
arşınla	0.0	0.064	0.0	3.3333333333333335e-11	
fısıldaş	0.0	0.064	0.0	3.3333333333333335e-11	
esir	0.0	0.064	0.0	3.3333333333333335e-11	
eser	0.0	0.064	0.0	3.3333333333333335e-11	
ocu	0.0	0.064	0.0	0.3333333333333333	
mürekkeple	0.0	0.064	0.0	0.3333333333333333	
jiletle	0.0	0.064	0.0	3.3333333333333335e-11	
rötuşla	0.0	0.064	0.0	3.3333333333333335e-11	
yerin	0.0	0.064	0.0	3.3333333333333335e-11	
açımla	0.0	0.064	0.0	3.3333333333333335e-11	
üş	0.0	0.064	0.0	3.3333333333333335e-11	
sürün	0.0	0.064	0.0	1.0	
dönen	0.0	0.064	0.0	3.3333333333333335e-11	
çiziktir	0.0	0.064	0.0	3.3333333333333335e-11	
kakış	0.0	0.064	0.0	3.3333333333333335e-11	
tornala	0.0	0.064	0.0	3.3333333333333335e-11	
yaltaklan	0.0	0.064	0.0	3.3333333333333335e-11	
tavsa	0.0	0.064	0.0	3.3333333333333335e-11	
ensele	0.0	0.064	0.0	3.3333333333333335e-11	
bağda	0.0	0.064	0.0	3.3333333333333335e-11	
sopala	0.0	0.064	0.0	3.3333333333333335e-11	
badanala	0.0	0.064	0.0	3.3333333333333335e-11	
haşılla	0.0	0.064	0.0	3.3333333333333335e-11	
zımbala	0.0	0.064	0.0	3.3333333333333335e-11	
çevrile	0.0	0.064	0.0	3.3333333333333335e-11	
ötüş	0.0	0.064	0.0	3.3333333333333335e-11	
celbet	0.0	0.064	0.0	3.3333333333333335e-11	
açın	0.0	0.064	0.0	1.0	
bereketlen	0.0	0.064	0.0	1.0	
tüy	0.0	0.064	0.0	3.3333333333333335e-11	
alakalan	0.0	0.064	0.0	0.6666666666666666	
parala	0.0	0.064	0.0	3.3333333333333335e-11	
zamkla	0.0	0.064	0.0	3.3333333333333335e-11	
kafesle	0.0	0.064	0.0	3.3333333333333335e-11	
kargı	0.0	0.064	0.0	3.3333333333333335e-11	
örnekse	0.0	0.064	0.0	3.3333333333333335e-11	
ödünçle	0.0	0.064	0.0	3.3333333333333335e-11	
devrolun	0.0	0.064	0.0	3.3333333333333335e-11	
zikrolun	0.0	0.064	0.0	3.3333333333333335e-11	
şenel	0.0	0.064	0.0	0.6666666666666666	
yadımla	0.0	0.064	0.0	3.3333333333333335e-11	
harekele	0.0	0.064	0.0	3.3333333333333335e-11	
sağal	0.0	0.064	0.0	3.3333333333333335e-11	
tosla	0.0	0.064	0.0	3.3333333333333335e-11	
sarsala	0.0	0.064	0.0	3.3333333333333335e-11	
zimmetle	0.0	0.064	0.0	3.3333333333333335e-11	
karbonatla	0.0	0.064	0.0	3.3333333333333335e-11	
kederlen	0.0	0.064	0.0	0.3333333333333333	
çevrin	0.0	0.064	0.0	3.3333333333333335e-11	
şartla	0.0	0.064	0.0	3.3333333333333335e-11	
menevişle	0.0	0.064	0.0	3.3333333333333335e-11	
kep	0.0	0.064	0.0	3.3333333333333335e-11	
demetlen	0.0	0.064	0.0	3.3333333333333335e-11	
sürgüle	0.0	0.064	0.0	3.3333333333333335e-11	
hortumla	0.0	0.064	0.0	3.3333333333333335e-11	
gümbürde	0.0	0.064	0.0	3.3333333333333335e-11	
alçıla	0.0	0.064	0.0	3.3333333333333335e-11	
fitille	0.0	0.064	0.0	3.3333333333333335e-11	
halet	0.0	0.064	0.0	3.3333333333333335e-11	
keyfet	0.0	0.064	0.0	3.3333333333333335e-11	
briketle	0.0	0.064	0.0	3.3333333333333335e-11	
yazla	0.0	0.064	0.0	3.3333333333333335e-11	
hararetlen	0.0	0.064	0.0	0.6666666666666666	
dilen	0.0	0.064	0.0	1.0	
pörsü	0.0	0.064	0.0	3.3333333333333335e-11	
masset	0.0	0.064	0.0	3.3333333333333335e-11	
beşle	0.0	0.064	0.0	3.3333333333333335e-11	
köpüklen	0.0	0.064	0.0	3.3333333333333335e-11	
nötrle	0.0	0.064	0.0	3.3333333333333335e-11	
tabet	0.0	0.064	0.0	3.3333333333333335e-11	
koklaş	0.0	0.064	0.0	5e-11	
süzgeçle	0.0	0.064	0.0	5e-11	
parmakla	0.0	0.064	0.0	5e-11	
beneklen	0.0	0.064	0.0	5e-11	
bölgele	0.0	0.064	0.0	5e-11	
şerbetle	0.0	0.064	0.0	5e-11	
çent	0.0	0.064	0.0	5e-11	
polar	0.0	0.064	0.0	5e-11	
kinlen	0.0	0.064	0.0	5e-11	
tasnifle	0.0	0.064	0.0	5e-11	
sepele	0.0	0.064	0.0	5e-11	
kancala	0.0	0.064	0.0	5e-11	
notala	0.0	0.064	0.0	5e-11	
vehmet	0.0	0.064	0.0	5e-11	
şırılda	0.0	0.064	0.0	5e-11	
parametrele	0.0	0.064	0.0	5e-11	
diklen	0.0	0.064	0.0	5e-11	
anır	0.0	0.064	0.0	5e-11	
dipçikle	0.0	0.064	0.0	5e-11	
ümitlen	0.0	0.064	0.0	1.0	
zıpkınla	0.0	0.064	0.0	5e-11	
çelmele	0.0	0.064	0.0	5e-11	
bandajla	0.0	0.064	0.0	5e-11	
sırı	0.0	0.064	0.0	5e-11	
siyanürle	0.0	0.064	0.0	5e-11	
sayla	0.0	0.064	0.0	5e-11	
vınla	0.0	0.064	0.0	5e-11	
sekit	0.0	0.064	0.0	5e-11	
guslet	0.0	0.064	0.0	5e-11	
alala	0.0	0.064	0.0	5e-11	
kırkla	0.0	0.064	0.0	5e-11	
pürüzlen	0.0	0.064	0.0	0.5	
kaşın	0.0	0.064	0.0	1.0	
erginle	0.0	0.064	0.0	5e-11	
ahdet	0.0	0.064	0.0	5e-11	
destele	0.0	0.064	0.0	5e-11	
kaşan	0.0	0.064	0.0	1.0	
topakla	0.0	0.064	0.0	5e-11	
barikatla	0.0	0.064	0.0	5e-11	
kıskaçla	0.0	0.064	0.0	5e-11	
kürne	0.0	0.064	0.0	5e-11	
deşele	0.0	0.064	0.0	5e-11	
ırgala	0.0	0.064	0.0	5e-11	
yivle	0.0	0.064	0.0	5e-11	
titizlen	0.0	0.064	0.0	5e-11	
desenle	0.0	0.064	0.0	5e-11	
okra	0.0	0.064	0.0	5e-11	
orantıla	0.0	0.064	0.0	5e-11	
röntgenle	0.0	0.064	0.0	5e-11	
somur	0.0	0.064	0.0	1.0	
kıp	0.0	0.064	0.0	5e-11	
açıl	0.0	0.064	0.0	5e-11	
gümüşle	0.0	0.064	0.0	5e-11	
çöm	0.0	0.064	0.0	5e-11	
osur	0.0	0.064	0.0	5e-11	
efkârlan	0.0	0.064	0.0	5e-11	
kürü	0.0	0.064	0.0	5e-11	
soğanla	0.0	0.064	0.0	5e-11	
dikel	0.0	0.064	0.0	5e-11	
tıkırda	0.0	0.064	0.0	0.5	
yongala	0.0	0.064	0.0	5e-11	
cevret	0.0	0.064	0.0	5e-11	
vakla	0.0	0.064	0.0	5e-11	
ilmekle	0.0	0.064	0.0	5e-11	
çıtla	0.0	0.064	0.0	0.5	
zamlan	0.0	0.064	0.0	5e-11	
örgüle	0.0	0.064	0.0	5e-11	
sabunla	0.0	0.064	0.0	5e-11	
öze	0.0	0.064	0.0	5e-11	
serdet	0.0	0.064	0.0	5e-11	
çağılda	0.0	0.064	0.0	5e-11	
özgüle	0.0	0.064	0.0	5e-11	
dişle	0.0	0.064	0.0	5e-11	
tanele	0.0	0.064	0.0	5e-11	
pırılda	0.0	0.064	0.0	5e-11	
şampuanla	0.0	0.064	0.0	5e-11	
nurlan	0.0	0.064	0.0	5e-11	
renkle	0.0	0.064	0.0	5e-11	
mıncıkla	0.0	0.064	0.0	5e-11	
gevre	0.0	0.064	0.0	0.5	
muştula	0.0	0.064	0.0	5e-11	
yaslan	0.0	0.064	0.0	5e-11	
çulla	0.0	0.064	0.0	5e-11	
uğun	0.0	0.064	0.0	5e-11	
yarlıga	0.0	0.064	0.0	5e-11	
kepeklen	0.0	0.064	0.0	5e-11	
kaşele	0.0	0.064	0.0	5e-11	
boyala	0.0	0.064	0.0	5e-11	
takırda	0.0	0.064	0.0	0.5	
çimdikle	0.0	0.064	0.0	5e-11	
çuvalla	0.0	0.064	0.0	5e-11	
kalburla	0.0	0.064	0.0	5e-11	
nihayetlen	0.0	0.064	0.0	0.5	
gedil	0.0	0.064	0.0	5e-11	
tırmıkla	0.0	0.064	0.0	5e-11	
kavza	0.0	0.064	0.0	5e-11	
tımarla	0.0	0.064	0.0	5e-11	
uzat	0.0	0.064	0.0	1.0	
sifonla	0.0	0.064	0.0	5e-11	
siperlen	0.0	0.064	0.0	5e-11	
arakla	0.0	0.064	0.0	5e-11	
darbele	0.0	0.064	0.0	5e-11	
dikizle	0.0	0.064	0.0	5e-11	
ırala	0.0	0.064	0.0	5e-11	
bileyle	0.0	0.064	0.0	0.5	
yassıl	0.0	0.064	0.0	1.0	
güneşlen	0.0	0.064	0.0	1.0	
yelle	0.0	0.064	0.0	5e-11	
kâğıtla	0.0	0.064	0.0	5e-11	
eyerle	0.0	0.064	0.0	5e-11	
rutubetlen	0.0	0.064	0.0	5e-11	
sümkür	0.0	0.064	0.0	5e-11	
çırçırla	0.0	0.064	0.0	5e-11	
anıkla	0.0	0.064	0.0	5e-11	
şakra	0.0	0.064	0.0	5e-11	
ödeş	0.0	0.064	0.0	5e-11	
bekit	0.0	0.064	0.0	5e-11	
esle	0.0	0.064	0.0	5e-11	
kocal	0.0	0.064	0.0	5e-11	
nazmet	0.0	0.064	0.0	5e-11	
hamlet	0.0	0.064	0.0	5e-11	
karı	0.0	0.064	0.0	5e-11	
hırılda	0.0	0.064	0.0	5e-11	
nasiplen	0.0	0.064	0.0	5e-11	
şıngırda	0.0	0.064	0.0	0.5	
çit	0.0	0.064	0.0	1e-10	
elektrikle	0.0	0.064	0.0	1e-10	
cıyakla	0.0	0.064	0.0	1e-10	
sıkıla	0.0	0.064	0.0	1e-10	
sabreyle	0.0	0.064	0.0	1e-10	
şarla	0.0	0.064	0.0	1e-10	
betelen	0.0	0.064	0.0	1e-10	
hasırla	0.0	0.064	0.0	1e-10	
apış	0.0	0.064	0.0	1e-10	
çentikle	0.0	0.064	0.0	1e-10	
tırpanla	0.0	0.064	0.0	1e-10	
ilintile	0.0	0.064	0.0	1e-10	
kahırlan	0.0	0.064	0.0	1e-10	
karşıtla	0.0	0.064	0.0	1e-10	
tekerle	0.0	0.064	0.0	1e-10	
bozla	0.0	0.064	0.0	1e-10	
ambarla	0.0	0.064	0.0	1e-10	
kılavuzla	0.0	0.064	0.0	1e-10	
koltukla	0.0	0.064	0.0	1e-10	
ahzet	0.0	0.064	0.0	1e-10	
afişle	0.0	0.064	0.0	1e-10	
pakla	0.0	0.064	0.0	1e-10	
kısımla	0.0	0.064	0.0	1e-10	
akçala	0.0	0.064	0.0	1e-10	
cıv	0.0	0.064	0.0	1e-10	
tayla	0.0	0.064	0.0	1e-10	
açınsa	0.0	0.064	0.0	1e-10	
mineralleştir	0.0	0.064	0.0	1e-10	
gemle	0.0	0.064	0.0	1e-10	
pırtla	0.0	0.064	0.0	1.0	
tabakala	0.0	0.064	0.0	1e-10	
hohla	0.0	0.064	0.0	1e-10	
minele	0.0	0.064	0.0	1e-10	
gadret	0.0	0.064	0.0	1e-10	
tırnakla	0.0	0.064	0.0	1e-10	
şırla	0.0	0.064	0.0	1e-10	
sıvala	0.0	0.064	0.0	1e-10	
zıngırda	0.0	0.064	0.0	1.0	
soruş	0.0	0.064	0.0	1e-10	
dumanla	0.0	0.064	0.0	1e-10	
ayla	0.0	0.064	0.0	1e-10	
toslaş	0.0	0.064	0.0	1e-10	
çıtırda	0.0	0.064	0.0	1e-10	
sokuş	0.0	0.064	0.0	1.0	
tomrukla	0.0	0.064	0.0	1e-10	
harelen	0.0	0.064	0.0	1e-10	
unla	0.0	0.064	0.0	1e-10	
cüretlen	0.0	0.064	0.0	1e-10	
tayyet	0.0	0.064	0.0	1e-10	
poşetle	0.0	0.064	0.0	1e-10	
sızdır	0.0	0.064	0.0	1.0	
konukla	0.0	0.064	0.0	1e-10	
camla	0.0	0.064	0.0	1e-10	
tokmakla	0.0	0.064	0.0	1e-10	
soyla	0.0	0.064	0.0	1e-10	
feyzal	0.0	0.064	0.0	1e-10	
nakşol	0.0	0.064	0.0	1e-10	
sikkele	0.0	0.064	0.0	1e-10	
çapraş	0.0	0.064	0.0	1e-10	
sürüştür	0.0	0.064	0.0	1e-10	
eğleş	0.0	0.064	0.0	1e-10	
lağvol	0.0	0.064	0.0	1e-10	
kılıçla	0.0	0.064	0.0	1e-10	
harcet	0.0	0.064	0.0	1e-10	
tünekle	0.0	0.064	0.0	1e-10	
varakla	0.0	0.064	0.0	1e-10	
afsunla	0.0	0.064	0.0	1e-10	
çivitle	0.0	0.064	0.0	1e-10	
türet	0.0	0.064	0.0	1e-10	
fışırda	0.0	0.064	0.0	1e-10	
ötür	0.0	0.064	0.0	1e-10	
atlat	0.0	0.064	0.0	1.0	
karışla	0.0	0.064	0.0	1e-10	
hıfzet	0.0	0.064	0.0	1e-10	
silahla	0.0	0.064	0.0	1e-10	
zenginle	0.0	0.064	0.0	1e-10	
durala	0.0	0.064	0.0	1e-10	
vızla	0.0	0.064	0.0	1e-10	
faslet	0.0	0.064	0.0	1e-10	
parafla	0.0	0.064	0.0	1e-10	
alacala	0.0	0.064	0.0	1e-10	
eyit	0.0	0.064	0.0	1e-10	
çıv	0.0	0.064	0.0	1e-10	
yırla	0.0	0.064	0.0	1e-10	
pörtle	0.0	0.064	0.0	1.0	
çile	0.0	0.064	0.0	1e-10	
payandala	0.0	0.064	0.0	1e-10	
emiş	0.0	0.064	0.0	1e-10	
tebeşirle	0.0	0.064	0.0	1e-10	
çaşıtla	0.0	0.064	0.0	1e-10	
işkillen	0.0	0.064	0.0	1e-10	
kalafatla	0.0	0.064	0.0	1e-10	
şeritle	0.0	0.064	0.0	1e-10	
kakala	0.0	0.064	0.0	1e-10	
mıknatısla	0.0	0.064	0.0	1e-10	
kuzula	0.0	0.064	0.0	1e-10	
yamala	0.0	0.064	0.0	1e-10	
aprele	0.0	0.064	0.0	1e-10	
deyiver	0.0	0.064	0.0	1e-10	
karmaş	0.0	0.064	0.0	1e-10	
recmet	0.0	0.064	0.0	1e-10	
gerekse	0.0	0.064	0.0	1e-10	
seyirt	0.0	0.064	0.0	1e-10	
gidiş	0.0	0.064	0.0	1e-10	
ağna	0.0	0.064	0.0	1e-10	
zehret	0.0	0.064	0.0	1e-10	
vıcırda	0.0	0.064	0.0	1e-10	
kınala	0.0	0.064	0.0	1e-10	
siyahlat	0.0	0.064	0.0	1e-10	
tıkın	0.0	0.064	0.0	1e-10	
gırtlakla	0.0	0.064	0.0	1e-10	
şekerle	0.0	0.064	0.0	1e-10	
addolun	0.0	0.064	0.0	1e-10	
harfle	0.0	0.064	0.0	1e-10	
lafla	0.0	0.064	0.0	1e-10	
şapırda	0.0	0.064	0.0	1.0	
hafifse	0.0	0.064	0.0	1e-10	
teyelle	0.0	0.064	0.0	1e-10	
durul	0.0	0.064	0.0	1.0	
meleş	0.0	0.064	0.0	1e-10	
kütürde	0.0	0.064	0.0	1e-10	
hışırda	0.0	0.064	0.0	1.0	
şutla	0.0	0.064	0.0	1e-10	
çöğün	0.0	0.064	0.0	1e-10	
kanır	0.0	0.064	0.0	1.0	
bütçele	0.0	0.064	0.0	1e-10	
oynat	0.0	0.064	0.0	1.0	
çayırla	0.0	0.064	0.0	1e-10	
reddeyle	0.0	0.064	0.0	1e-10	
mutlan	0.0	0.064	0.0	1e-10	
bollan	0.0	0.064	0.0	1e-10	
titret	0.0	0.064	0.0	1e-10	
güdele	0.0	0.064	0.0	1e-10	
çemre	0.0	0.064	0.0	1e-10	
savakla	0.0	0.064	0.0	1e-10	
kesbet	0.0	0.064	0.0	1e-10	
boşat	0.0	0.064	0.0	1.0	
mayış	0.0	0.064	0.0	1e-10	
esenle	0.0	0.064	0.0	1e-10	
gaslet	0.0	0.064	0.0	1e-10	
mırılda	0.0	0.064	0.0	1e-10	
kolala	0.0	0.064	0.0	1e-10	
topukla	0.0	0.064	0.0	1e-10	
gıdakla	0.0	0.064	0.0	1e-10	
sislen	0.0	0.064	0.0	1e-10	
yelpazele	0.0	0.064	0.0	1e-10	
üzengile	0.0	0.064	0.0	1e-10	
terbiyele	0.0	0.064	0.0	1e-10	
aban	0.0	0.064	0.0	1e-10	
sancı	0.0	0.064	0.0	1e-10	
sığa	0.0	0.064	0.0	1e-10	
köpüle	0.0	0.064	0.0	1e-10	
orsala	0.0	0.064	0.0	1e-10	
yoğurtla	0.0	0.064	0.0	1e-10	
buğzet	0.0	0.064	0.0	1e-10	
tırs	0.0	0.064	0.0	1e-10	
zırvala	0.0	0.064	0.0	1e-10	
ılıştır	0.0	0.064	0.0	1e-10	
apazla	0.0	0.064	0.0	1e-10	
avuçla	0.0	0.064	0.0	1e-10	
abra	0.0	0.064	0.0	1e-10	
masajla	0.0	0.064	0.0	1e-10	
domal	0.0	0.064	0.0	1e-10	
sik	0.0	0.064	0.0	1e-10	
dazla	0.0	0.064	0.0	1e-10	
sarımsakla	0.0	0.064	0.0	1e-10	
havuzla	0.0	0.064	0.0	1e-10	
kredile	0.0	0.064	0.0	1e-10	
sarın	0.0	0.064	0.0	1e-10	
talanla	0.0	0.064	0.0	1e-10	
raspala	0.0	0.064	0.0	1e-10	
kaşarlan	0.0	0.064	0.0	1e-10	
dökün	0.0	0.064	0.0	1e-10	
merhabalaş	0.0	0.064	0.0	1e-10	
şaşala	0.0	0.064	0.0	1e-10	
dehle	0.0	0.064	0.0	1e-10	
kulaçla	0.0	0.064	0.0	1e-10	
fıkırda	0.0	0.064	0.0	1e-10	
yokumsa	0.0	0.064	0.0	1e-10	
planyala	0.0	0.064	0.0	1e-10	
kuşakla	0.0	0.064	0.0	1e-10	
rakamla	0.0	0.064	0.0	1e-10	
gurulda	0.0	0.064	0.0	1e-10	
ayrımsa	0.0	0.064	0.0	1e-10	
tıpala	0.0	0.064	0.0	1e-10	
böceklen	0.0	0.064	0.0	1e-10	
ödünle	0.0	0.064	0.0	1e-10	
zannolun	0.0	0.064	0.0	1e-10	
çekimle	0.0	0.064	0.0	1e-10	
sepetle	0.0	0.064	0.0	1e-10	
yanşa	0.0	0.064	0.0	1e-10	
tangırda	0.0	0.064	0.0	1e-10	
sıcakla	0.0	0.064	0.0	1e-10	
düğmele	0.0	0.064	0.0	1e-10	
hiçle	0.0	0.064	0.0	1e-10	
cumbala	0.0	0.064	0.0	1e-10	
çitle	0.0	0.064	0.0	1e-10	
kolayla	0.0	0.064	0.0	1e-10	
arkala	0.0	0.064	0.0	1e-10	
zırla	0.0	0.064	0.0	1e-10	
yülü	0.0	0.064	0.0	1e-10	
tipile	0.0	0.064	0.0	1e-10	
tirele	0.0	0.064	0.0	1e-10	
günüle	0.0	0.064	0.0	1e-10	
tıkış	0.0	0.064	0.0	1.0	
taharetlen	0.0	0.064	0.0	1e-10	
tüple	0.0	0.064	0.0	1e-10	
raptet	0.0	0.064	0.0	1e-10	
azotla	0.0	0.064	0.0	1e-10	
büyükse	0.0	0.064	0.0	1e-10	
cızırda	0.0	0.064	0.0	1e-10	
emreyle	0.0	0.064	0.0	1e-10	
çocukla	0.0	0.064	0.0	1e-10	
cemet	0.0	0.064	0.0	1e-10	
kemerle	0.0	0.064	0.0	1e-10	
küçükse	0.0	0.064	0.0	1e-10	
